Longitude,Latitude,Name,Date,Climate ID,SPEED_MAX_GUST,Province,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Station ID
-96.06472222222222,50.17722777777778,PINAWA,1992-12-01 00:00:00,503B1ER,0.0,MB,-2.5,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-02 00:00:00,503B1ER,0.0,MB,-8.2,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-03 00:00:00,503B1ER,0.0,MB,-10.7,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-04 00:00:00,503B1ER,0.0,MB,-14.8,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-05 00:00:00,503B1ER,0.0,MB,-10.3,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-06 00:00:00,503B1ER,0.0,MB,-9.1,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-07 00:00:00,503B1ER,0.0,MB,-13.0,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-08 00:00:00,503B1ER,0.0,MB,-10.1,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-09 00:00:00,503B1ER,0.0,MB,-3.4,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-14 00:00:00,503B1ER,0.0,MB,-4.8,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-11 00:00:00,503B1ER,0.0,MB,-7.8,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-12 00:00:00,503B1ER,0.0,MB,-9.9,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-13 00:00:00,503B1ER,0.0,MB,-4.2,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-15 00:00:00,503B1ER,0.0,MB,-5.8,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-16 00:00:00,503B1ER,0.0,MB,-12.5,,4910
-96.06472222222222,50.17722777777778,PINAWA,1992-12-17 00:00:00,503B1ER,0.0,MB,-21.9,,4910
