x,y,SPEED_MAX_GUST,PROVINCE_CODE,STATION_NAME,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER,LOCAL_DATE
-113.86647222222223,58.71083333333333,37,AB,GARDEN RIVER,-7.2,,307KPFP,1993-11-03 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-8.2,,307KPFP,1993-11-04 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-8.9,,307KPFP,1993-11-05 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-7.1,,307KPFP,1993-11-06 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-7.2,,307KPFP,1993-11-07 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-11.5,,307KPFP,1993-11-08 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-6.7,,307KPFP,1993-11-09 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-4.7,,307KPFP,1993-11-10 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-5.2,,307KPFP,1993-11-11 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-4,,307KPFP,1993-11-12 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-6.3,,307KPFP,1993-11-13 00:00:00
-113.86647222222223,58.71083333333333,37,AB,GARDEN RIVER,-6.3,,307KPFP,1993-11-14 00:00:00
-113.86647222222223,58.71083333333333,37,AB,GARDEN RIVER,-5.7,,307KPFP,1993-11-15 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-14.1,,307KPFP,1993-11-16 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-14.5,,307KPFP,1993-11-17 00:00:00
-113.86647222222223,58.71083333333333,32,AB,GARDEN RIVER,-15.7,,307KPFP,1993-11-18 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-15.5,,307KPFP,1993-11-19 00:00:00
-113.86647222222223,58.71083333333333,43,AB,GARDEN RIVER,-13.3,,307KPFP,1993-11-20 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-21.6,,307KPFP,1993-11-21 00:00:00
-113.86647222222223,58.71083333333333,37,AB,GARDEN RIVER,-23.4,,307KPFP,1993-11-22 00:00:00
-113.86647222222223,58.71083333333333,37,AB,GARDEN RIVER,-14.4,,307KPFP,1993-11-23 00:00:00
-113.86647222222223,58.71083333333333,32,AB,GARDEN RIVER,-8.7,,307KPFP,1993-11-24 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-7.7,,307KPFP,1993-11-25 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-2.8,,307KPFP,1993-11-26 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-14.5,,307KPFP,1993-11-27 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-19.3,,307KPFP,1993-11-28 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-10,,307KPFP,1993-11-29 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-15.6,,307KPFP,1993-11-30 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-19.5,,307KPFP,1993-12-01 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-15.9,,307KPFP,1993-12-02 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-11.1,,307KPFP,1993-12-03 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-7.7,,307KPFP,1993-12-04 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-19.6,,307KPFP,1993-12-05 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-22.5,,307KPFP,1993-12-06 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-19.9,,307KPFP,1993-12-07 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-21,,307KPFP,1993-12-08 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-21.7,,307KPFP,1993-12-09 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-14.9,,307KPFP,1993-12-10 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-14.2,,307KPFP,1993-12-11 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-15,,307KPFP,1993-12-12 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-9.2,,307KPFP,1993-12-16 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-8.5,,307KPFP,1993-12-13 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-7.7,,307KPFP,1993-12-14 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-6.5,,307KPFP,1993-12-15 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-7.5,,307KPFP,1993-12-17 00:00:00
-113.86647222222223,58.71083333333333,33,AB,GARDEN RIVER,-12.1,,307KPFP,1993-12-18 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-16.2,,307KPFP,1993-12-19 00:00:00
-113.86647222222223,58.71083333333333,32,AB,GARDEN RIVER,-11.4,,307KPFP,1993-12-20 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-17.8,,307KPFP,1993-12-21 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-17,,307KPFP,1993-12-22 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-15.5,,307KPFP,1993-12-23 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-16.7,,307KPFP,1993-12-24 00:00:00
-113.86647222222223,58.71083333333333,33,AB,GARDEN RIVER,-21.4,,307KPFP,1993-12-25 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-26.6,,307KPFP,1993-12-26 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-22.9,,307KPFP,1993-12-27 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-21.8,,307KPFP,1993-12-28 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-20.6,,307KPFP,1993-12-29 00:00:00
-113.86647222222223,58.71083333333333,33,AB,GARDEN RIVER,-17.8,,307KPFP,1993-12-30 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-31.6,,307KPFP,1993-12-31 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-28,,307KPFP,1994-01-02 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-29.8,,307KPFP,1994-01-05 00:00:00
-113.86647222222223,58.71083333333333,0,AB,GARDEN RIVER,-32.9,,307KPFP,1994-01-06 00:00:00
