Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-116.46666666666668,51.7,,-6.3,2000-01-08 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,7.3,2002-08-10 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,10.6,1999-09-21 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,14.4,2003-08-10 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2003-11-30 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2007-09-04 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,-4.5,2001-04-21 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2003-10-17 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2006-10-08 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,-5.6,2002-01-03 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2006-08-22 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,1.1,1999-11-07 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2006-12-21 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2006-07-06 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,5.8,2000-10-13 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,,2004-07-23 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
-116.46666666666668,51.7,,-11.3,2002-12-04 00:00:00,3050PPF,(AE) BOW SUMMIT,AB,,3160
