Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-115.19027777777778,50.9425,,-10.9,1994-03-22 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,39.0,3302
-115.19027777777778,50.9425,,-6.5,1994-03-25 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,61.0,3302
-115.19027777777778,50.9425,,-5.6,1994-03-26 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,50.0,3302
-115.19027777777778,50.9425,,-1.2,1994-03-27 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,87.0,3302
-115.19027777777778,50.9425,,-4.6,1994-03-28 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,69.0,3302
-115.19027777777778,50.9425,,1.7,1994-03-29 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,63.0,3302
-115.19027777777778,50.9425,,3.1,1994-03-30 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,48.0,3302
-115.19027777777778,50.9425,,4.1,1994-03-31 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,48.0,3302
-115.19027777777778,50.9425,,-2.2,1994-04-01 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,52.0,3302
-115.19027777777778,50.9425,,-1.4,1994-04-02 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,65.0,3302
-115.19027777777778,50.9425,,-4.6,1994-04-03 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,41.0,3302
-115.19027777777778,50.9425,,-4.1,1994-04-04 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,0.0,3302
-115.19027777777778,50.9425,,-9.1,1994-04-05 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,39.0,3302
-115.19027777777778,50.9425,,-5.9,1994-04-07 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,61.0,3302
-115.19027777777778,50.9425,,14.2,1994-07-27 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,41.0,3302
-115.19027777777778,50.9425,,16.1,1994-07-28 00:00:00,305MGFF,NAKISKA RIDGETOP,AB,0.0,3302
