Longitude,Latitude,MAX_REL_HUMIDITY,Climate ID,Date,MEAN_TEMPERATURE,Name,Province,SPEED_MAX_GUST,Station ID
-119.4,49.95,,11239R0,2008-02-07 00:00:00,1.5,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2002-04-08 00:00:00,5.9,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2014-09-27 00:00:00,14.3,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2009-04-06 00:00:00,9.7,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2014-07-02 00:00:00,24.2,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2011-09-10 00:00:00,22.1,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2001-11-24 00:00:00,2.1,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2016-09-13 00:00:00,13.8,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2012-08-13 00:00:00,23.7,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2015-11-08 00:00:00,8.5,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2010-03-02 00:00:00,6.4,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2010-05-03 00:00:00,7.3,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,1994-03-15 00:00:00,6.8,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2004-03-29 00:00:00,10.2,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2002-11-01 00:00:00,-1.6,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,1994-01-06 00:00:00,-3.4,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,1997-11-04 00:00:00,6.1,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2016-04-23 00:00:00,13.8,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2006-01-16 00:00:00,-1.4,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,1998-10-31 00:00:00,7.6,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2010-08-10 00:00:00,18.3,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2009-07-09 00:00:00,18.3,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2009-08-23 00:00:00,17.2,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2016-02-04 00:00:00,0.4,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2009-07-18 00:00:00,25.6,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2000-01-31 00:00:00,-3.2,KELOWNA MWS0,BC,,1183
-119.4,49.95,,11239R0,2014-01-10 00:00:00,1.8,KELOWNA MWS0,BC,,1183
