Longitude,Latitude,Province,Name,Date,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,Climate ID,Station ID
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2001-05-13 00:00:00,12.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-11-21 00:00:00,-15.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1992-08-04 00:00:00,13.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-02-16 00:00:00,-3.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1988-11-21 00:00:00,-8.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-10-17 00:00:00,-3.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1993-11-23 00:00:00,-11.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1995-04-09 00:00:00,-3.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1993-11-22 00:00:00,-13.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1989-03-29 00:00:00,-4.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1994-04-30 00:00:00,3.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1988-07-24 00:00:00,17.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-09-26 00:00:00,8.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1990-07-25 00:00:00,19.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1990-01-01 00:00:00,-13.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1996-01-05 00:00:00,-27.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1994-04-11 00:00:00,5.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-01-12 00:00:00,-27.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1994-12-28 00:00:00,-6.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1999-01-22 00:00:00,-6.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1997-09-08 00:00:00,17.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1995-07-09 00:00:00,15.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-03-12 00:00:00,-6.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1988-01-31 00:00:00,-19.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-07-17 00:00:00,12.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-04-21 00:00:00,6.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1988-06-16 00:00:00,15.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1997-12-30 00:00:00,-15.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1988-10-06 00:00:00,3.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-11-19 00:00:00,-6.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1993-11-17 00:00:00,-0.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1997-11-22 00:00:00,-9.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-01-09 00:00:00,1.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1998-06-01 00:00:00,9.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1996-09-02 00:00:00,22.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-05-10 00:00:00,5.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1999-04-09 00:00:00,5.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1996-09-01 00:00:00,21.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1993-04-16 00:00:00,3.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1994-04-13 00:00:00,6.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2001-05-14 00:00:00,17.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1990-12-01 00:00:00,-6.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1995-12-22 00:00:00,-5.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1992-09-01 00:00:00,10.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1997-05-24 00:00:00,9.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1988-11-11 00:00:00,0.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1995-03-24 00:00:00,4.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-11-19 00:00:00,,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2001-05-27 00:00:00,12.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1989-07-11 00:00:00,17.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1990-07-18 00:00:00,16.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1987-04-27 00:00:00,8.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1996-02-15 00:00:00,-12.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1995-10-18 00:00:00,1.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1990-03-30 00:00:00,7.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1999-05-06 00:00:00,16.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1994-07-23 00:00:00,19.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1987-08-17 00:00:00,16.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-01-02 00:00:00,-16.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1990-01-28 00:00:00,-15.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2002-03-07 00:00:00,-16.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1989-08-09 00:00:00,18.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-06-03 00:00:00,10.3,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1989-11-09 00:00:00,-2.5,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2001-01-02 00:00:00,-15.8,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,2000-01-19 00:00:00,-22.0,,,602K300,5181
-93.83333333333331,48.68333333333333,ON,EMO RADBOURNE,1998-03-28 00:00:00,8.3,,,602K300,5181
