x,y,CLIMATE_IDENTIFIER,SPEED_MAX_GUST,PROVINCE_CODE,LOCAL_DATE,STATION_NAME,MAX_REL_HUMIDITY,MEAN_TEMPERATURE
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-01 00:00:00,BROOKS,,7.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-02 00:00:00,BROOKS,,5.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-03 00:00:00,BROOKS,,0.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-04 00:00:00,BROOKS,,7.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-05 00:00:00,BROOKS,,7.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-06 00:00:00,BROOKS,,-0.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-07 00:00:00,BROOKS,,-7.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-08 00:00:00,BROOKS,,-9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-09 00:00:00,BROOKS,,-1.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-10 00:00:00,BROOKS,,-2.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-11 00:00:00,BROOKS,,-0.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-12 00:00:00,BROOKS,,3.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-13 00:00:00,BROOKS,,0.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-14 00:00:00,BROOKS,,-7.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-15 00:00:00,BROOKS,,-4.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-16 00:00:00,BROOKS,,-3.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-17 00:00:00,BROOKS,,-2.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-18 00:00:00,BROOKS,,3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-19 00:00:00,BROOKS,,-8.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-20 00:00:00,BROOKS,,-16.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-21 00:00:00,BROOKS,,-15.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-22 00:00:00,BROOKS,,-14.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-23 00:00:00,BROOKS,,-13.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-24 00:00:00,BROOKS,,-20.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-25 00:00:00,BROOKS,,-22.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-26 00:00:00,BROOKS,,-25.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-27 00:00:00,BROOKS,,-17
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-28 00:00:00,BROOKS,,-19.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-29 00:00:00,BROOKS,,-9.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-30 00:00:00,BROOKS,,-9.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1988-12-31 00:00:00,BROOKS,,-21.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-01 00:00:00,BROOKS,,-11.3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-02 00:00:00,BROOKS,,-6.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-03 00:00:00,BROOKS,,-5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-04 00:00:00,BROOKS,,1.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-05 00:00:00,BROOKS,,-6.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-06 00:00:00,BROOKS,,-15.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-07 00:00:00,BROOKS,,-28
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-08 00:00:00,BROOKS,,-33
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-09 00:00:00,BROOKS,,-29.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-10 00:00:00,BROOKS,,-25.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-11 00:00:00,BROOKS,,-15.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-12 00:00:00,BROOKS,,-10
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-13 00:00:00,BROOKS,,-2.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-14 00:00:00,BROOKS,,-11.3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-15 00:00:00,BROOKS,,-10.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-16 00:00:00,BROOKS,,-4.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-17 00:00:00,BROOKS,,-1.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-18 00:00:00,BROOKS,,-1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-19 00:00:00,BROOKS,,-8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-20 00:00:00,BROOKS,,0.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-21 00:00:00,BROOKS,,-1.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-22 00:00:00,BROOKS,,-9.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-23 00:00:00,BROOKS,,-12.3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-24 00:00:00,BROOKS,,-9.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-25 00:00:00,BROOKS,,-9.3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-26 00:00:00,BROOKS,,1.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-27 00:00:00,BROOKS,,-1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-28 00:00:00,BROOKS,,-4.3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-29 00:00:00,BROOKS,,-1.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-30 00:00:00,BROOKS,,-8.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-01-31 00:00:00,BROOKS,,-28.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-01 00:00:00,BROOKS,,-32.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-02 00:00:00,BROOKS,,-32.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-03 00:00:00,BROOKS,,-29.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-04 00:00:00,BROOKS,,-20.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-05 00:00:00,BROOKS,,-10.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-06 00:00:00,BROOKS,,-5.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-07 00:00:00,BROOKS,,-12.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-08 00:00:00,BROOKS,,-17.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-09 00:00:00,BROOKS,,-9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-10 00:00:00,BROOKS,,-8.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-11 00:00:00,BROOKS,,-8.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-12 00:00:00,BROOKS,,-6.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-13 00:00:00,BROOKS,,-8.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-14 00:00:00,BROOKS,,-12.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-15 00:00:00,BROOKS,,-21.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-16 00:00:00,BROOKS,,-25
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-17 00:00:00,BROOKS,,-26
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-18 00:00:00,BROOKS,,-24.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-19 00:00:00,BROOKS,,-22
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-20 00:00:00,BROOKS,,-13.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-21 00:00:00,BROOKS,,-8.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-22 00:00:00,BROOKS,,-8.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-23 00:00:00,BROOKS,,2.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-24 00:00:00,BROOKS,,-3.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-25 00:00:00,BROOKS,,-7.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-26 00:00:00,BROOKS,,-9.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-27 00:00:00,BROOKS,,-8.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-02-28 00:00:00,BROOKS,,-20.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-01 00:00:00,BROOKS,,-22.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-02 00:00:00,BROOKS,,-23.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-03 00:00:00,BROOKS,,-20.3
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-04 00:00:00,BROOKS,,-15
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-05 00:00:00,BROOKS,,-9.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-06 00:00:00,BROOKS,,0.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-07 00:00:00,BROOKS,,2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-08 00:00:00,BROOKS,,0.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-09 00:00:00,BROOKS,,3.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-10 00:00:00,BROOKS,,-2.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-11 00:00:00,BROOKS,,-13.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-12 00:00:00,BROOKS,,-8.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-13 00:00:00,BROOKS,,-12.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-14 00:00:00,BROOKS,,-7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-15 00:00:00,BROOKS,,-10.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-16 00:00:00,BROOKS,,-16.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-17 00:00:00,BROOKS,,-17.1
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-18 00:00:00,BROOKS,,-14.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-19 00:00:00,BROOKS,,-10.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-20 00:00:00,BROOKS,,-10.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-21 00:00:00,BROOKS,,-5.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-22 00:00:00,BROOKS,,-3.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-23 00:00:00,BROOKS,,-1.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-24 00:00:00,BROOKS,,-0.9
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-25 00:00:00,BROOKS,,-0.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-26 00:00:00,BROOKS,,0.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-27 00:00:00,BROOKS,,4.5
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-28 00:00:00,BROOKS,,-0.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-29 00:00:00,BROOKS,,2.2
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-30 00:00:00,BROOKS,,3.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-03-31 00:00:00,BROOKS,,5.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-04-01 00:00:00,BROOKS,,3.4
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-04-02 00:00:00,BROOKS,,2.7
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-04-03 00:00:00,BROOKS,,3.6
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-04-04 00:00:00,BROOKS,,3.8
-111.84889722222222,50.55529722222222,3030QLP,,AB,1989-04-05 00:00:00,BROOKS,,4.9
