x,y,STATION_NAME,PROVINCE_CODE,CLIMATE_IDENTIFIER,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,LOCAL_DATE
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,10.8,,,1995-05-01 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11,,,1995-05-02 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11.5,,,1995-05-03 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,10.3,,,1995-05-04 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,10,,,1995-05-05 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11.8,,,1995-05-06 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,14,,,1995-05-07 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,15.5,,,1995-05-08 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.8,,,1995-05-09 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,10,,,1995-05-10 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11.5,,,1995-05-11 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,9.3,,,1995-05-12 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13.5,,,1995-05-13 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.3,,,1995-05-14 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13,,,1995-05-15 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13.3,,,1995-05-16 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11.8,,,1995-05-17 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,10,,,1995-05-18 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,9.8,,,1995-05-19 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.5,,,1995-05-20 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13.3,,,1995-05-21 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13.5,,,1995-05-22 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,14.5,,,1995-05-23 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,16.5,,,1995-05-24 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,16.8,,,1995-05-25 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,15.5,,,1995-05-26 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,15.5,,,1995-05-27 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13.3,,,1995-05-28 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12,,,1995-05-29 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11.3,,,1995-05-30 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,10,,,1995-05-31 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13,,,1995-06-01 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,13.8,,,1995-06-02 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,11.8,,,1995-06-03 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.3,,,1995-06-04 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.8,,,1995-06-05 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.8,,,1995-06-06 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,16.8,,,1995-06-07 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,17.5,,,1995-06-08 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,18.8,,,1995-06-09 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,14.8,,,1995-06-10 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,14,,,1995-06-11 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,14,,,1995-06-12 00:00:00
-128.6822222222222,54.04361111111111,KITIMAT HATCHERY,BC,106D289,12.3,,,1995-06-13 00:00:00
