Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-114.67777777777778,49.605555555555554,,15.1,2000-07-12 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-8.3,2003-11-01 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,2.9,2000-03-26 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,3.2,1998-10-20 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,16.1,2004-06-04 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,10.9,2005-04-25 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,7.3,2000-04-18 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,3.8,1999-09-25 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,6.3,2004-05-16 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-3.2,2003-12-03 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-8.2,2003-11-08 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,8.0,2005-10-24 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,5.3,1999-05-17 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,4.1,1999-06-08 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,3.4,1999-10-19 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-2.0,2004-01-12 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,16.4,1999-08-24 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-3.5,2003-10-29 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,1.4,2005-11-11 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-8.6,2000-11-18 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-7.0,2001-03-16 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-4.8,2004-02-09 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-2.9,2003-12-02 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-10.7,2003-11-07 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,13.2,1999-06-19 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,9.2,2003-10-07 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,5.8,2005-05-03 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,9.3,2003-09-19 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,0.2,2003-11-17 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,22.7,2003-07-23 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,0.2,2004-10-29 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,11.2,2001-08-24 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-1.9,2002-04-25 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,6.4,2000-03-27 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,6.4,1999-10-07 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
-114.67777777777778,49.605555555555554,,-11.4,2007-11-22 00:00:00,30519N0,CROWSNEST CREEK,AB,,3176
