Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-116.40001111111113,52.17805555555555,,7.0,1997-06-01 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,6.0,1989-07-09 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,13.3,2006-08-17 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,,1989-09-13 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,9.0,1990-09-16 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,19.8,2007-07-18 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,8.5,1988-05-25 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,15.3,2002-06-15 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,,2011-08-23 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,8.0,1987-06-03 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,20.8,1996-08-28 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,,1992-09-14 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,3.5,1997-08-16 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,9.3,2000-08-12 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,8.3,2005-07-07 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,,2011-07-07 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,6.0,2003-09-19 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,,2004-09-18 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,6.5,1992-06-12 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,14.0,2001-09-17 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,10.5,2008-07-15 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,,1990-09-20 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,9.5,1987-06-17 00:00:00,30516F5,CLINE LO,AB,,3169
-116.40001111111113,52.17805555555555,,4.8,1999-05-20 00:00:00,30516F5,CLINE LO,AB,,3169
