Longitude,Latitude,Name,Date,Climate ID,SPEED_MAX_GUST,Province,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Station ID
-100.65,52.03333333333333,COWAN,1999-10-09 00:00:00,5040FJ3,,MB,11.8,,4944
-100.65,52.03333333333333,COWAN,2017-04-03 00:00:00,5040FJ3,,MB,7.0,,4944
-100.65,52.03333333333333,COWAN,2013-06-09 00:00:00,5040FJ3,,MB,18.5,,4944
-100.65,52.03333333333333,COWAN,1998-07-22 00:00:00,5040FJ3,,MB,16.3,,4944
-100.65,52.03333333333333,COWAN,2015-02-15 00:00:00,5040FJ3,,MB,-19.5,,4944
-100.65,52.03333333333333,COWAN,2005-08-03 00:00:00,5040FJ3,,MB,16.5,,4944
-100.65,52.03333333333333,COWAN,1995-12-12 00:00:00,5040FJ3,,MB,-31.8,,4944
-100.65,52.03333333333333,COWAN,2020-12-05 00:00:00,5040FJ3,,MB,2.5,,4944
-100.65,52.03333333333333,COWAN,2004-06-04 00:00:00,5040FJ3,,MB,16.0,,4944
-100.65,52.03333333333333,COWAN,2022-09-19 00:00:00,5040FJ3,,MB,10.5,,4944
-100.65,52.03333333333333,COWAN,2007-03-08 00:00:00,5040FJ3,,MB,-2.5,,4944
-100.65,52.03333333333333,COWAN,2022-06-29 00:00:00,5040FJ3,,MB,14.0,,4944
-100.65,52.03333333333333,COWAN,2012-07-29 00:00:00,5040FJ3,,MB,23.0,,4944
-100.65,52.03333333333333,COWAN,2015-03-06 00:00:00,5040FJ3,,MB,-2.0,,4944
-100.65,52.03333333333333,COWAN,2000-05-20 00:00:00,5040FJ3,,MB,13.0,,4944
-100.65,52.03333333333333,COWAN,1995-10-26 00:00:00,5040FJ3,,MB,4.8,,4944
-100.65,52.03333333333333,COWAN,2004-02-27 00:00:00,5040FJ3,,MB,-1.8,,4944
-100.65,52.03333333333333,COWAN,2018-12-29 00:00:00,5040FJ3,,MB,-18.5,,4944
-100.65,52.03333333333333,COWAN,1993-06-18 00:00:00,5040FJ3,,MB,15.0,,4944
-100.65,52.03333333333333,COWAN,1999-05-04 00:00:00,5040FJ3,,MB,12.0,,4944
-100.65,52.03333333333333,COWAN,1994-02-04 00:00:00,5040FJ3,,MB,-18.5,,4944
-100.65,52.03333333333333,COWAN,2015-12-23 00:00:00,5040FJ3,,MB,-11.0,,4944
-100.65,52.03333333333333,COWAN,1992-03-24 00:00:00,5040FJ3,,MB,-1.5,,4944
-100.65,52.03333333333333,COWAN,2019-08-17 00:00:00,5040FJ3,,MB,14.0,,4944
-100.65,52.03333333333333,COWAN,2004-04-11 00:00:00,5040FJ3,,MB,-5.0,,4944
-100.65,52.03333333333333,COWAN,2011-01-04 00:00:00,5040FJ3,,MB,-13.0,,4944
-100.65,52.03333333333333,COWAN,2002-06-11 00:00:00,5040FJ3,,MB,12.0,,4944
-100.65,52.03333333333333,COWAN,2014-06-01 00:00:00,5040FJ3,,MB,11.0,,4944
-100.65,52.03333333333333,COWAN,1998-02-27 00:00:00,5040FJ3,,MB,-9.0,,4944
-100.65,52.03333333333333,COWAN,2000-10-02 00:00:00,5040FJ3,,MB,7.0,,4944
-100.65,52.03333333333333,COWAN,2022-10-05 00:00:00,5040FJ3,,MB,7.0,,4944
-100.65,52.03333333333333,COWAN,1997-11-09 00:00:00,5040FJ3,,MB,-3.0,,4944
-100.65,52.03333333333333,COWAN,2013-06-08 00:00:00,5040FJ3,,MB,16.5,,4944
-100.65,52.03333333333333,COWAN,2008-03-28 00:00:00,5040FJ3,,MB,-7.5,,4944
-100.65,52.03333333333333,COWAN,1989-08-13 00:00:00,5040FJ3,,MB,15.0,,4944
-100.65,52.03333333333333,COWAN,2018-04-10 00:00:00,5040FJ3,,MB,0.5,,4944
-100.65,52.03333333333333,COWAN,2003-02-08 00:00:00,5040FJ3,,MB,-21.5,,4944
-100.65,52.03333333333333,COWAN,2019-05-10 00:00:00,5040FJ3,,MB,10.0,,4944
-100.65,52.03333333333333,COWAN,2008-03-19 00:00:00,5040FJ3,,MB,-9.0,,4944
-100.65,52.03333333333333,COWAN,2012-03-22 00:00:00,5040FJ3,,MB,3.5,,4944
-100.65,52.03333333333333,COWAN,2013-11-24 00:00:00,5040FJ3,,MB,-4.5,,4944
-100.65,52.03333333333333,COWAN,1987-08-07 00:00:00,5040FJ3,,MB,17.3,,4944
-100.65,52.03333333333333,COWAN,1994-04-24 00:00:00,5040FJ3,,MB,-2.5,,4944
-100.65,52.03333333333333,COWAN,2004-07-20 00:00:00,5040FJ3,,MB,23.0,,4944
-100.65,52.03333333333333,COWAN,2001-12-01 00:00:00,5040FJ3,,MB,-9.5,,4944
-100.65,52.03333333333333,COWAN,2007-01-28 00:00:00,5040FJ3,,MB,-19.5,,4944
-100.65,52.03333333333333,COWAN,2003-10-13 00:00:00,5040FJ3,,MB,5.8,,4944
-100.65,52.03333333333333,COWAN,1995-04-11 00:00:00,5040FJ3,,MB,-1.0,,4944
-100.65,52.03333333333333,COWAN,2013-10-16 00:00:00,5040FJ3,,MB,6.0,,4944
-100.65,52.03333333333333,COWAN,1997-05-24 00:00:00,5040FJ3,,MB,8.3,,4944
-100.65,52.03333333333333,COWAN,2008-03-05 00:00:00,5040FJ3,,MB,-21.0,,4944
-100.65,52.03333333333333,COWAN,2008-11-12 00:00:00,5040FJ3,,MB,-1.0,,4944
-100.65,52.03333333333333,COWAN,2003-04-21 00:00:00,5040FJ3,,MB,6.5,,4944
-100.65,52.03333333333333,COWAN,1994-08-20 00:00:00,5040FJ3,,MB,15.8,,4944
-100.65,52.03333333333333,COWAN,2015-01-26 00:00:00,5040FJ3,,MB,-2.0,,4944
-100.65,52.03333333333333,COWAN,2001-05-14 00:00:00,5040FJ3,,MB,17.0,,4944
-100.65,52.03333333333333,COWAN,1996-02-16 00:00:00,5040FJ3,,MB,-14.3,,4944
-100.65,52.03333333333333,COWAN,2020-02-15 00:00:00,5040FJ3,,MB,-20.5,,4944
