x,y,PROVINCE_CODE,STATION_NAME,LOCAL_DATE,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,CLIMATE_IDENTIFIER
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-10-09 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-01-03 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-11-23 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-03-02 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-05-03 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-05-23 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1987-10-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-08-29 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-08-27 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-12-18 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-03-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-12-25 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-09-25 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-02-04 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-05-09 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-07-10 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-10-14 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-07-02 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-08-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-06-25 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-10-20 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-12-15 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-12-15 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-06-03 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-01-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-10-28 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-08-19 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-03-14 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-05-23 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-11-11 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-08-18 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-08-31 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-06-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-12-19 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-03-25 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-01-08 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-02-27 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-04-20 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-09-10 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-06-01 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1987-10-01 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-08-28 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-10-08 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-03-07 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-03-04 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-05-04 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-01-13 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-08-03 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-07-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-12-01 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-02-08 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-08-06 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-03-13 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-07-31 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-03-27 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-04-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-06-25 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-04-12 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-04-11 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-10-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-12-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-08-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1989-05-12 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-09-06 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-03-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-03-24 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-11-01 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-01-21 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-02-28 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-08-06 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-07-05 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-12-22 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-03-31 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-07-13 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-12-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-07-12 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-05-12 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1993-10-11 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1994-12-06 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-05-17 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1987-11-09 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1990-09-01 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1992-01-09 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1991-08-24 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1988-11-20 00:00:00,,,,5022G04
-98.65,49.083333333333336,MB,SNOWFLAKE 4NE,1995-03-05 00:00:00,,,,5022G04
