Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-98.38225,50.18263888888889,,-0.8,1997-11-28 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,0.3,1997-11-29 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.8,1997-11-30 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.0,1997-12-01 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-4.5,1997-12-02 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-4.5,1997-12-03 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-7.5,1997-12-04 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-6.8,1997-12-05 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.3,1997-12-06 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-4.3,1997-12-07 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.8,1997-12-08 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.3,1997-12-09 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.5,1997-12-10 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.8,1997-12-11 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-1.8,1997-12-12 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-1.8,1997-12-13 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-0.3,1997-12-14 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,1.5,1997-12-15 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-1.3,1997-12-16 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-1.0,1997-12-17 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-0.8,1997-12-18 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-3.8,1997-12-19 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-7.8,1997-12-20 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.3,1997-12-21 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-4.3,1997-12-22 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.3,1997-12-23 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.0,1997-12-24 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-4.5,1997-12-25 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-9.3,1997-12-26 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-8.8,1997-12-27 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-5.5,1997-12-28 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-7.5,1997-12-29 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-19.0,1997-12-30 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,-15.5,1997-12-31 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-01 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-02 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-03 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-04 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-05 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-06 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-07 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-11 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-08 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-09 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-10 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-12 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-13 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-14 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-15 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-16 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-21 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-22 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-23 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-24 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-25 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-26 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-27 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-28 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-29 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-30 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-01-31 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-02-01 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-02-02 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-02-03 00:00:00,5040764,DELTA MARSH CS,MB,,4930
-98.38225,50.18263888888889,,,1998-02-04 00:00:00,5040764,DELTA MARSH CS,MB,,4930
