Longitude,Latitude,Name,Date,Climate ID,SPEED_MAX_GUST,Province,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Station ID
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1992-12-11 00:00:00,1036B06,0.0,BC,1.4,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1992-12-14 00:00:00,1036B06,0.0,BC,3.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1992-12-15 00:00:00,1036B06,,BC,,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1992-12-23 00:00:00,1036B06,0.0,BC,4.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1992-12-24 00:00:00,1036B06,0.0,BC,3.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1992-12-30 00:00:00,1036B06,0.0,BC,-1.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-01-21 00:00:00,1036B06,0.0,BC,2.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-01-24 00:00:00,1036B06,0.0,BC,0.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-01-25 00:00:00,1036B06,0.0,BC,3.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-01-28 00:00:00,1036B06,0.0,BC,4.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-01-31 00:00:00,1036B06,0.0,BC,2.1,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-02-06 00:00:00,1036B06,0.0,BC,6.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-02-08 00:00:00,1036B06,0.0,BC,6.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-02-10 00:00:00,1036B06,0.0,BC,5.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-03 00:00:00,1036B06,0.0,BC,7.5,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-04 00:00:00,1036B06,0.0,BC,7.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-11 00:00:00,1036B06,0.0,BC,4.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-15 00:00:00,1036B06,0.0,BC,5.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-16 00:00:00,1036B06,0.0,BC,4.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-17 00:00:00,1036B06,0.0,BC,3.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-20 00:00:00,1036B06,0.0,BC,6.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-21 00:00:00,1036B06,0.0,BC,8.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-30 00:00:00,1036B06,0.0,BC,6.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-03-31 00:00:00,1036B06,0.0,BC,5.3,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-01 00:00:00,1036B06,0.0,BC,9.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-02 00:00:00,1036B06,0.0,BC,8.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-07 00:00:00,1036B06,0.0,BC,5.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-10 00:00:00,1036B06,0.0,BC,8.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-11 00:00:00,1036B06,0.0,BC,8.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-14 00:00:00,1036B06,0.0,BC,7.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-19 00:00:00,1036B06,0.0,BC,7.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-20 00:00:00,1036B06,0.0,BC,8.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-21 00:00:00,1036B06,0.0,BC,9.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-22 00:00:00,1036B06,0.0,BC,8.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-23 00:00:00,1036B06,0.0,BC,9.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-24 00:00:00,1036B06,0.0,BC,10.4,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-25 00:00:00,1036B06,0.0,BC,9.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-26 00:00:00,1036B06,0.0,BC,8.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-27 00:00:00,1036B06,0.0,BC,9.3,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-04-28 00:00:00,1036B06,0.0,BC,8.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-03 00:00:00,1036B06,0.0,BC,9.4,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-04 00:00:00,1036B06,0.0,BC,10.4,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-07 00:00:00,1036B06,0.0,BC,7.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-08 00:00:00,1036B06,0.0,BC,9.3,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-15 00:00:00,1036B06,0.0,BC,11.4,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-16 00:00:00,1036B06,0.0,BC,12.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-17 00:00:00,1036B06,,BC,14.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-18 00:00:00,1036B06,0.0,BC,16.1,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-19 00:00:00,1036B06,0.0,BC,15.3,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-20 00:00:00,1036B06,0.0,BC,13.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-23 00:00:00,1036B06,0.0,BC,15.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-24 00:00:00,1036B06,0.0,BC,16.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-25 00:00:00,1036B06,0.0,BC,18.1,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-26 00:00:00,1036B06,0.0,BC,17.4,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-30 00:00:00,1036B06,0.0,BC,16.5,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-05-31 00:00:00,1036B06,0.0,BC,14.3,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-05 00:00:00,1036B06,0.0,BC,19.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-06 00:00:00,1036B06,0.0,BC,15.5,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-07 00:00:00,1036B06,0.0,BC,15.1,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-08 00:00:00,1036B06,0.0,BC,13.9,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-09 00:00:00,1036B06,0.0,BC,11.8,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-10 00:00:00,1036B06,0.0,BC,11.6,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-13 00:00:00,1036B06,0.0,BC,13.0,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-14 00:00:00,1036B06,0.0,BC,14.2,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-15 00:00:00,1036B06,0.0,BC,16.3,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-16 00:00:00,1036B06,0.0,BC,17.7,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-17 00:00:00,1036B06,0.0,BC,18.1,,314
-124.92683333333332,49.31658333333333,PORT ALBERNI (AUT),1993-06-21 00:00:00,1036B06,0.0,BC,13.5,,314
