Longitude,Latitude,Name,Date,Climate ID,SPEED_MAX_GUST,Province,MEAN_TEMPERATURE,MAX_REL_HUMIDITY,Station ID
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2012-01-23 00:00:00,1101N65,,BC,2.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,1990-03-24 00:00:00,1101N65,,BC,6.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2006-02-15 00:00:00,1101N65,,BC,0.5,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2000-11-17 00:00:00,1101N65,,BC,0.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2003-09-25 00:00:00,1101N65,,BC,16.5,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,1996-09-15 00:00:00,1101N65,,BC,14.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,1990-09-16 00:00:00,1101N65,,BC,14.3,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2002-08-04 00:00:00,1101N65,,BC,13.5,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2007-03-10 00:00:00,1101N65,,BC,8.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2008-01-13 00:00:00,1101N65,,BC,3.3,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2008-06-12 00:00:00,1101N65,,BC,13.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2012-08-16 00:00:00,1101N65,,BC,23.8,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2009-01-21 00:00:00,1101N65,,BC,0.5,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,1996-07-20 00:00:00,1101N65,,BC,13.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2006-07-20 00:00:00,1101N65,,BC,20.3,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2007-05-02 00:00:00,1101N65,,BC,11.0,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2003-11-01 00:00:00,1101N65,,BC,1.8,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2001-05-03 00:00:00,1101N65,,BC,7.3,,855
-121.70416722222222,49.08000222222222,CHILLIWACK R HATCHERY,2006-07-14 00:00:00,1101N65,,BC,16.8,,855
