Longitude,Latitude,MAX_REL_HUMIDITY,MEAN_TEMPERATURE,Date,Climate ID,Name,Province,SPEED_MAX_GUST,Station ID
-100.81666666666666,50.75,,,2020-11-13 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2020-02-05 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2018-03-04 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2014-04-27 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2006-04-24 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2008-03-27 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1988-02-16 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1987-08-20 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2015-09-12 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2003-07-02 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1991-10-11 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2019-09-01 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2009-01-29 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2000-12-15 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1993-08-24 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2010-01-02 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1990-07-01 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2013-12-11 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1991-01-23 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2022-07-26 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1997-12-07 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2006-09-06 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2014-09-07 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2013-02-28 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2022-02-04 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1989-08-24 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1998-06-15 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1990-10-08 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2010-10-09 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2013-11-16 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2022-04-09 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2014-04-18 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2016-11-11 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2002-11-17 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2018-02-14 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1998-10-30 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1997-09-13 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2005-04-28 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1990-10-09 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1987-05-02 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2004-11-13 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2010-02-09 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2009-01-30 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2006-12-17 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2002-03-03 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2002-11-20 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1992-08-27 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2022-04-16 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2014-03-31 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1993-05-23 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1995-12-30 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1999-10-07 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1999-01-29 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2016-08-15 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1990-08-16 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1997-02-04 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2004-12-22 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2016-01-18 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2003-09-28 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2016-11-07 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,1994-02-04 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
-100.81666666666666,50.75,,,2012-04-09 00:00:00,501KE01,ROSSBURN 4 NORTH,MB,,4665
