Longitude,Latitude,MAX_REL_HUMIDITY,Date,Name,SPEED_MAX_GUST,MEAN_TEMPERATURE,Climate ID,Province,Station ID
-121.2388888888889,60.44083333333333,,1994-05-17 00:00:00,SAMBAA K'E,,6.1,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-05-28 00:00:00,SAMBAA K'E,32.0,8.6,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-05-29 00:00:00,SAMBAA K'E,35.0,7.2,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-08-24 00:00:00,SAMBAA K'E,35.0,8.4,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-08-25 00:00:00,SAMBAA K'E,0.0,9.5,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-08-26 00:00:00,SAMBAA K'E,,11.6,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-08-30 00:00:00,SAMBAA K'E,33.0,14.3,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-08-31 00:00:00,SAMBAA K'E,37.0,14.5,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-01 00:00:00,SAMBAA K'E,0.0,13.6,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-02 00:00:00,SAMBAA K'E,56.0,9.2,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-03 00:00:00,SAMBAA K'E,32.0,7.0,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-04 00:00:00,SAMBAA K'E,61.0,6.4,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-05 00:00:00,SAMBAA K'E,0.0,6.6,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-06 00:00:00,SAMBAA K'E,33.0,10.2,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-07 00:00:00,SAMBAA K'E,37.0,6.8,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-10 00:00:00,SAMBAA K'E,33.0,3.8,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-11 00:00:00,SAMBAA K'E,32.0,2.3,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-12 00:00:00,SAMBAA K'E,0.0,5.6,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-13 00:00:00,SAMBAA K'E,0.0,4.1,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-15 00:00:00,SAMBAA K'E,,10.8,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-21 00:00:00,SAMBAA K'E,41.0,10.4,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-22 00:00:00,SAMBAA K'E,61.0,11.1,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-23 00:00:00,SAMBAA K'E,39.0,6.2,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-24 00:00:00,SAMBAA K'E,,5.6,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-25 00:00:00,SAMBAA K'E,63.0,11.5,220CQHR,NT,2080
-121.2388888888889,60.44083333333333,,1994-09-27 00:00:00,SAMBAA K'E,0.0,4.2,220CQHR,NT,2080
