Longitude,Latitude,Name,Province,Climate ID,MEAN_TEMPERATURE,SPEED_MAX_GUST,MAX_REL_HUMIDITY,Date,Station ID
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,18.8,,,2001-08-01 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.2,,,2001-08-02 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,17.0,,,2001-08-03 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,14.5,,,2001-08-04 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.3,,,2001-08-05 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.9,,,2001-08-06 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,14.4,,,2001-08-07 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,18.5,,,2001-08-08 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,20.5,,,2001-08-09 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.8,,,2001-08-10 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.9,,,2001-08-11 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,17.7,,,2001-08-12 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,18.3,,,2001-08-13 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,19.6,,,2001-08-14 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,19.8,,,2001-08-15 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,20.3,,,2001-08-16 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,15.1,,,2001-08-17 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,10.0,,,2001-08-18 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,9.6,,,2001-08-19 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,11.3,,,2001-08-20 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,12.0,,,2001-08-21 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,9.9,,,2001-08-22 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,12.2,,,2001-08-23 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,13.7,,,2001-08-24 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,12.4,,,2001-08-25 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,12.7,,,2001-08-26 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,9.3,,,2001-08-27 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,12.8,,,2001-08-28 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.0,,,2001-08-29 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,15.1,,,2001-08-30 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,16.2,,,2001-08-31 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,9.9,,,2001-09-01 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,13.5,,,2001-09-02 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,6.3,,,2001-09-03 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,12.7,,,2001-09-04 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,11.5,,,2001-09-05 00:00:00,1943
-124.46833333333332,61.25666666666667,DEADMEN VALLEY,NT,22010H0,11.5,,,2001-09-06 00:00:00,1943
